case_id,version,section,mpi_ranks,omp_threads,size,iters,ntasks,cpus_per_task,exec_path
baseline_omp_np1_t48_s80_i20_20260503_234518,baseline,omp,1,48,80,20,1,48,/phadcloud/home/phadcloud65np17907/build-lulesh-baseline/lulesh2.0
kc_omp_np1_t48_s80_i20_20260503_234518,kc,omp,1,48,80,20,1,48,/phadcloud/home/phadcloud65np17907/build-cluster-kc/lulesh2.0
