case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
kc_omp_np1_t64_s80_i20_20260503_005224,kc,omp,1,64,80,20,6.45,1588.6826,8.306471e+07,2.793968e-09,PASS
