case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
kc_hybrid_np64_t1_s120_i20_20260503_023143,kc,hybrid,64,1,120,20,614.93,3596.8973,1.794198e+10,7.152557e-07,PASS
