case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
baseline_omp_np1_t12_s40_i20_20260503_234110,baseline,omp,1,12,40,20,1.3,1001.8964,1.038309e+07,1.164153e-10,PASS
