case_id,version,section,scaling_mode,node_count,ranks_per_node,mpi_ranks,omp_threads,base_size,size,iters,elapsed_s,fom,energy,max_abs_diff,status
baseline_stage4_weak_n8_np64_rpn8_t12_s120_b120_i20_20260506_212616,baseline,stage4,weak,8,8,64,12,120,120,20,7.1,312380.85,1.794198e+10,7.152557e-07,PASS
