case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
kc_hybrid_np1_t64_s20_i20_20260503_010558,kc,hybrid,1,64,20,20,1.27,125.97691,1.297886e+06,8.731149e-11,PASS
