case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
baseline_hybrid_np27_t2_s80_i20_20260504_002854,baseline,hybrid,27,2,80,20,1.8e+02,1576.7174,2.242747e+09,2.086163e-07,PASS
