case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
kc_hybrid_np1_t96_s80_i20_20260503_235054,kc,hybrid,1,96,80,20,6.24,1641.3502,8.306471e+07,2.793968e-09,PASS
