case_id,version,section,mpi_ranks,omp_threads,size,iters,ntasks,cpus_per_task,exec_path
baseline_hybrid_np8_t4_s80_i20_20260504_002600,baseline,hybrid,8,4,80,20,8,4,/phadcloud/home/phadcloud65np17907/build-lulesh-baseline/lulesh2.0
kc_hybrid_np8_t4_s80_i20_20260504_002600,kc,hybrid,8,4,80,20,8,4,/phadcloud/home/phadcloud65np17907/build-cluster-kc/lulesh2.0
