case_id,version,section,scaling_mode,node_count,ranks_per_node,mpi_ranks,omp_threads,base_size,size,iters,elapsed_s,fom,energy,max_abs_diff,status
kc_stage4_weak_n8_np64_rpn8_t12_s80_b80_i20_20260506_212113,kc,stage4,weak,8,8,64,12,80,80,20,1.72,381089.5,5.316142e+09,3.576279e-07,PASS
