case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
kc_omp_np1_t64_s40_i20_bindcore_20260504_070042,kc,omp,1,64,40,20,1.25,1022.9893,1.038309e+07,1.164153e-10,PASS
