case_id,version,section,mpi_ranks,omp_threads,size,iters,ntasks,cpus_per_task,exec_path,mpi_binding_mode
kc_omp_np1_t64_s40_i20_bindcore_20260504_070042,kc,omp,1,64,40,20,1,64,/phadcloud/home/phadcloud65np17907/build-cluster-kc/lulesh2.0,core
