case_id,version,section,scaling_mode,node_count,ranks_per_node,mpi_ranks,omp_threads,base_size,size,iters,elapsed_s,fom,energy,max_abs_diff,status
kc_stage4_strong_n8_np64_rpn8_t12_s80_b160_i20_20260507_004233,kc,stage4,strong,8,8,64,12,160,80,20,1.66,394064.26,5.316142e+09,3.576279e-07,PASS
