case_id,version,section,size,mpi_ranks,omp_threads,iters,elapsed_s,fom,energy,status,run_completed,warn_openfabrics,local_host,num_processors_seen,num_threads_seen,report_dir
kc_omp_np1_t36_s20_i20_bindcore_20260504_065705,kc,omp,20,1,36,20,0.50,320.13318,1.297886e+06,PASS,yes,yes,node60,1,36,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s20-b3-kc-cluster-bindcore-secomp-verkc-s20-i20-omp31-32-36-40-20260504_065705
kc_omp_np1_t40_s20_i20_bindcore_20260504_065705,kc,omp,20,1,40,20,0.53,302.74075,1.297886e+06,PASS,yes,yes,node60,1,40,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s20-b3-kc-cluster-bindcore-secomp-verkc-s20-i20-omp31-32-36-40-20260504_065705
kc_omp_np1_t58_s20_i20_bindcore_20260504_065718,kc,omp,20,1,58,20,0.72,222.12196,1.297886e+06,PASS,yes,yes,node60,1,58,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s20-b4-kc-cluster-bindcore-secomp-verkc-s20-i20-omp58-59-60-61-62-20260504_065718
kc_omp_np1_t59_s20_i20_bindcore_20260504_065718,kc,omp,20,1,59,20,0.72,222.87879,1.297886e+06,PASS,yes,yes,node60,1,59,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s20-b4-kc-cluster-bindcore-secomp-verkc-s20-i20-omp58-59-60-61-62-20260504_065718
kc_omp_np1_t60_s20_i20_bindcore_20260504_065718,kc,omp,20,1,60,20,0.71,226.76958,1.297886e+06,PASS,yes,yes,node60,1,60,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s20-b4-kc-cluster-bindcore-secomp-verkc-s20-i20-omp58-59-60-61-62-20260504_065718
kc_omp_np1_t61_s20_i20_bindcore_20260504_065718,kc,omp,20,1,61,20,0.71,226.45504,1.297886e+06,PASS,yes,yes,node60,1,61,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s20-b4-kc-cluster-bindcore-secomp-verkc-s20-i20-omp58-59-60-61-62-20260504_065718
kc_omp_np1_t62_s20_i20_bindcore_20260504_065718,kc,omp,20,1,62,20,0.72,222.03103,1.297886e+06,PASS,yes,yes,node60,1,62,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s20-b4-kc-cluster-bindcore-secomp-verkc-s20-i20-omp58-59-60-61-62-20260504_065718
kc_omp_np1_t64_s20_i20_bindcore_20260504_065744,kc,omp,20,1,64,20,0.74,216.13765,1.297886e+06,PASS,yes,yes,node60,1,64,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s20-b5-kc-cluster-bindcore-secomp-verkc-s20-i20-omp64-20260504_065744
kc_omp_np1_t1_s40_i20_bindcore_20260504_065936,kc,omp,40,1,1,20,0.61,2100.3681,1.038309e+07,PASS,yes,yes,node60,1,1,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b1-kc-cluster-bindcore-secomp-verkc-s40-i20-omp1-2-4-8-15-20260504_065936
kc_omp_np1_t2_s40_i20_bindcore_20260504_065936,kc,omp,40,1,2,20,0.61,2098.9663,1.038309e+07,PASS,yes,yes,node60,1,2,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b1-kc-cluster-bindcore-secomp-verkc-s40-i20-omp1-2-4-8-15-20260504_065936
kc_omp_np1_t4_s40_i20_bindcore_20260504_065936,kc,omp,40,1,4,20,0.62,2059.4439,1.038309e+07,PASS,yes,yes,node60,1,4,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b1-kc-cluster-bindcore-secomp-verkc-s40-i20-omp1-2-4-8-15-20260504_065936
kc_omp_np1_t8_s40_i20_bindcore_20260504_065936,kc,omp,40,1,8,20,0.67,1915.0897,1.038309e+07,PASS,yes,yes,node60,1,8,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b1-kc-cluster-bindcore-secomp-verkc-s40-i20-omp1-2-4-8-15-20260504_065936
kc_omp_np1_t15_s40_i20_bindcore_20260504_065936,kc,omp,40,1,15,20,0.74,1725.9327,1.038309e+07,PASS,yes,yes,node60,1,15,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b1-kc-cluster-bindcore-secomp-verkc-s40-i20-omp1-2-4-8-15-20260504_065936
kc_omp_np1_t20_s40_i20_bindcore_20260504_065948,kc,omp,40,1,20,20,0.78,1639.5542,1.038309e+07,PASS,yes,yes,node60,1,20,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b2-kc-cluster-bindcore-secomp-verkc-s40-i20-omp20-24-28-29-30-20260504_065948
kc_omp_np1_t24_s40_i20_bindcore_20260504_065948,kc,omp,40,1,24,20,0.80,1592.2794,1.038309e+07,PASS,yes,yes,node60,1,24,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b2-kc-cluster-bindcore-secomp-verkc-s40-i20-omp20-24-28-29-30-20260504_065948
kc_omp_np1_t28_s40_i20_bindcore_20260504_065948,kc,omp,40,1,28,20,0.85,1510.738,1.038309e+07,PASS,yes,yes,node60,1,28,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b2-kc-cluster-bindcore-secomp-verkc-s40-i20-omp20-24-28-29-30-20260504_065948
kc_omp_np1_t29_s40_i20_bindcore_20260504_065948,kc,omp,40,1,29,20,0.86,1490.084,1.038309e+07,PASS,yes,yes,node60,1,29,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b2-kc-cluster-bindcore-secomp-verkc-s40-i20-omp20-24-28-29-30-20260504_065948
kc_omp_np1_t30_s40_i20_bindcore_20260504_065948,kc,omp,40,1,30,20,0.85,1503.3391,1.038309e+07,PASS,yes,yes,node60,1,30,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b2-kc-cluster-bindcore-secomp-verkc-s40-i20-omp20-24-28-29-30-20260504_065948
kc_omp_np1_t31_s40_i20_bindcore_20260504_070005,kc,omp,40,1,31,20,0.92,1388.5062,1.038309e+07,PASS,yes,yes,node60,1,31,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b3-kc-cluster-bindcore-secomp-verkc-s40-i20-omp31-32-36-40-20260504_070005
kc_omp_np1_t32_s40_i20_bindcore_20260504_070005,kc,omp,40,1,32,20,0.92,1393.6554,1.038309e+07,PASS,yes,yes,node60,1,32,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b3-kc-cluster-bindcore-secomp-verkc-s40-i20-omp31-32-36-40-20260504_070005
kc_omp_np1_t36_s40_i20_bindcore_20260504_070005,kc,omp,40,1,36,20,0.97,1322.0764,1.038309e+07,PASS,yes,yes,node60,1,36,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b3-kc-cluster-bindcore-secomp-verkc-s40-i20-omp31-32-36-40-20260504_070005
kc_omp_np1_t40_s40_i20_bindcore_20260504_070005,kc,omp,40,1,40,20,0.98,1310.824,1.038309e+07,PASS,yes,yes,node60,1,40,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b3-kc-cluster-bindcore-secomp-verkc-s40-i20-omp31-32-36-40-20260504_070005
kc_omp_np1_t58_s40_i20_bindcore_20260504_070018,kc,omp,40,1,58,20,1.15,1114.6816,1.038309e+07,PASS,yes,yes,node60,1,58,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b4-kc-cluster-bindcore-secomp-verkc-s40-i20-omp58-59-60-61-62-20260504_070018
kc_omp_np1_t59_s40_i20_bindcore_20260504_070018,kc,omp,40,1,59,20,1.20,1062.4602,1.038309e+07,PASS,yes,yes,node60,1,59,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b4-kc-cluster-bindcore-secomp-verkc-s40-i20-omp58-59-60-61-62-20260504_070018
kc_omp_np1_t60_s40_i20_bindcore_20260504_070018,kc,omp,40,1,60,20,1.21,1053.5396,1.038309e+07,PASS,yes,yes,node60,1,60,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b4-kc-cluster-bindcore-secomp-verkc-s40-i20-omp58-59-60-61-62-20260504_070018
kc_omp_np1_t61_s40_i20_bindcore_20260504_070018,kc,omp,40,1,61,20,1.27,1006.5061,1.038309e+07,PASS,yes,yes,node60,1,61,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b4-kc-cluster-bindcore-secomp-verkc-s40-i20-omp58-59-60-61-62-20260504_070018
kc_omp_np1_t62_s40_i20_bindcore_20260504_070018,kc,omp,40,1,62,20,1.27,1010.0165,1.038309e+07,PASS,yes,yes,node60,1,62,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b4-kc-cluster-bindcore-secomp-verkc-s40-i20-omp58-59-60-61-62-20260504_070018
kc_omp_np1_t64_s40_i20_bindcore_20260504_070042,kc,omp,40,1,64,20,1.25,1022.9893,1.038309e+07,PASS,yes,yes,node60,1,64,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s40-b5-kc-cluster-bindcore-secomp-verkc-s40-i20-omp64-20260504_070042
kc_omp_np1_t1_s80_i20_bindcore_20260504_070531,kc,omp,80,1,1,20,4.87,2103.3,8.306471e+07,PASS,yes,yes,node60,1,1,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b1-kc-cluster-bindcore-secomp-verkc-s80-i20-omp1-2-4-8-15-20260504_070531
kc_omp_np1_t2_s80_i20_bindcore_20260504_070531,kc,omp,80,1,2,20,4.82,2123.1048,8.306471e+07,PASS,yes,yes,node60,1,2,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b1-kc-cluster-bindcore-secomp-verkc-s80-i20-omp1-2-4-8-15-20260504_070531
kc_omp_np1_t4_s80_i20_bindcore_20260504_070531,kc,omp,80,1,4,20,4.79,2136.2952,8.306471e+07,PASS,yes,yes,node60,1,4,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b1-kc-cluster-bindcore-secomp-verkc-s80-i20-omp1-2-4-8-15-20260504_070531
kc_omp_np1_t8_s80_i20_bindcore_20260504_070531,kc,omp,80,1,8,20,4.79,2135.6447,8.306471e+07,PASS,yes,yes,node60,1,8,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b1-kc-cluster-bindcore-secomp-verkc-s80-i20-omp1-2-4-8-15-20260504_070531
kc_omp_np1_t15_s80_i20_bindcore_20260504_070531,kc,omp,80,1,15,20,4.93,2077.2367,8.306471e+07,PASS,yes,yes,node60,1,15,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b1-kc-cluster-bindcore-secomp-verkc-s80-i20-omp1-2-4-8-15-20260504_070531
kc_omp_np1_t20_s80_i20_bindcore_20260504_070542,kc,omp,80,1,20,20,4.95,2070.1632,8.306471e+07,PASS,yes,yes,node60,1,20,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b2-kc-cluster-bindcore-secomp-verkc-s80-i20-omp20-24-28-29-30-20260504_070542
kc_omp_np1_t24_s80_i20_bindcore_20260504_070542,kc,omp,80,1,24,20,4.97,2060.9821,8.306471e+07,PASS,yes,yes,node60,1,24,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b2-kc-cluster-bindcore-secomp-verkc-s80-i20-omp20-24-28-29-30-20260504_070542
kc_omp_np1_t28_s80_i20_bindcore_20260504_070542,kc,omp,80,1,28,20,4.90,2088.559,8.306471e+07,PASS,yes,yes,node60,1,28,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b2-kc-cluster-bindcore-secomp-verkc-s80-i20-omp20-24-28-29-30-20260504_070542
kc_omp_np1_t29_s80_i20_bindcore_20260504_070542,kc,omp,80,1,29,20,5.03,2034.4429,8.306471e+07,PASS,yes,yes,node60,1,29,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b2-kc-cluster-bindcore-secomp-verkc-s80-i20-omp20-24-28-29-30-20260504_070542
kc_omp_np1_t30_s80_i20_bindcore_20260504_070542,kc,omp,80,1,30,20,5.05,2029.2658,8.306471e+07,PASS,yes,yes,node60,1,30,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b2-kc-cluster-bindcore-secomp-verkc-s80-i20-omp20-24-28-29-30-20260504_070542
kc_omp_np1_t31_s80_i20_bindcore_20260504_070628,kc,omp,80,1,31,20,5.07,2021.2077,8.306471e+07,PASS,yes,yes,node60,1,31,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b3-kc-cluster-bindcore-secomp-verkc-s80-i20-omp31-32-36-40-20260504_070628
kc_omp_np1_t32_s80_i20_bindcore_20260504_070628,kc,omp,80,1,32,20,5.02,2038.3018,8.306471e+07,PASS,yes,yes,node60,1,32,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b3-kc-cluster-bindcore-secomp-verkc-s80-i20-omp31-32-36-40-20260504_070628
kc_omp_np1_t36_s80_i20_bindcore_20260504_070628,kc,omp,80,1,36,20,5.16,1982.7558,8.306471e+07,PASS,yes,yes,node60,1,36,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b3-kc-cluster-bindcore-secomp-verkc-s80-i20-omp31-32-36-40-20260504_070628
kc_omp_np1_t40_s80_i20_bindcore_20260504_070628,kc,omp,80,1,40,20,5.10,2008.3338,8.306471e+07,PASS,yes,yes,node60,1,40,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b3-kc-cluster-bindcore-secomp-verkc-s80-i20-omp31-32-36-40-20260504_070628
kc_omp_np1_t58_s80_i20_bindcore_20260504_070730,kc,omp,80,1,58,20,5.60,1827.7046,8.306471e+07,PASS,yes,yes,node60,1,58,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b4-kc-cluster-bindcore-secomp-verkc-s80-i20-omp58-59-60-61-62-20260504_070730
kc_omp_np1_t59_s80_i20_bindcore_20260504_070730,kc,omp,80,1,59,20,5.55,1843.8158,8.306471e+07,PASS,yes,yes,node60,1,59,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b4-kc-cluster-bindcore-secomp-verkc-s80-i20-omp58-59-60-61-62-20260504_070730
kc_omp_np1_t60_s80_i20_bindcore_20260504_070730,kc,omp,80,1,60,20,5.63,1819.1392,8.306471e+07,PASS,yes,yes,node60,1,60,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b4-kc-cluster-bindcore-secomp-verkc-s80-i20-omp58-59-60-61-62-20260504_070730
kc_omp_np1_t61_s80_i20_bindcore_20260504_070730,kc,omp,80,1,61,20,5.62,1820.7905,8.306471e+07,PASS,yes,yes,node60,1,61,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b4-kc-cluster-bindcore-secomp-verkc-s80-i20-omp58-59-60-61-62-20260504_070730
kc_omp_np1_t62_s80_i20_bindcore_20260504_070730,kc,omp,80,1,62,20,5.59,1831.9311,8.306471e+07,PASS,yes,yes,node60,1,62,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b4-kc-cluster-bindcore-secomp-verkc-s80-i20-omp58-59-60-61-62-20260504_070730
kc_omp_np1_t64_s80_i20_bindcore_20260504_070823,kc,omp,80,1,64,20,5.63,1817.399,8.306471e+07,PASS,yes,yes,node60,1,64,/home/fzj/桌面/ppn/PPN-KLULES/cluster/stage2-omp/stage2-omp-s80-b5-kc-cluster-bindcore-secomp-verkc-s80-i20-omp64-20260504_070823
