case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
baseline_omp_np1_t64_s20_i20_20260503_004710,baseline,omp,1,64,20,20,6,26.562283,1.297886e+06,8.731149e-11,PASS
