case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
kc_mpi_np8_t1_s20_i20_bindcore_20260504_061923,kc,mpi,8,1,20,20,0.18,7145.8479,1.038309e+07,1.164153e-10,PASS
