case_id,version,section,scaling_mode,node_count,ranks_per_node,mpi_ranks,omp_threads,base_size,size,iters,elapsed_s,fom,energy,max_abs_diff,status
baseline_stage4_strong_n8_np64_rpn8_t12_s60_b120_i20_20260506_212637,baseline,stage4,strong,8,8,64,12,120,60,20,0.81,342020.19,2.242747e+09,2.086163e-07,PASS
