case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
kc_omp_np1_t62_s40_i20_bindcore_20260504_070018,kc,omp,1,62,40,20,1.27,1010.0165,1.038309e+07,1.164153e-10,PASS
