case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
kc_hybrid_np8_t12_s80_i20_bindcore_20260504_170022,kc,hybrid,8,12,80,20,0.89,92375.315,6.645177e+08,7.450581e-09,PASS
