case_id,version,section,scaling_mode,node_count,ranks_per_node,mpi_ranks,omp_threads,base_size,size,iters,exec_path
kc_stage4_strong_n8_np64_rpn8_t12_s60_b120_i20_20260506_212647,kc,stage4,strong,8,8,64,12,120,60,20,/phadcloud/home/phadcloud65np17907/build-cluster-kc/lulesh2.0
