case_id,version,section,scaling_mode,node_count,ranks_per_node,mpi_ranks,omp_threads,base_size,size,iters,elapsed_s,fom,energy,max_abs_diff,status
kc_stage4_weak_n8_np64_rpn8_t12_s160_b160_i20_20260507_003946,kc,stage4,weak,8,8,64,12,160,160,20,11.45,457709.73,4.252913e+10,2.384186e-06,PASS
