case_id,version,section,mpi_ranks,omp_threads,size,iters,ntasks,cpus_per_task,exec_path
baseline_hybrid_np1_t96_s120_i20_20260504_003327,baseline,hybrid,1,96,120,20,1,96,/phadcloud/home/phadcloud65np17907/build-lulesh-baseline/lulesh2.0
kc_hybrid_np1_t96_s120_i20_20260504_003327,kc,hybrid,1,96,120,20,1,96,/phadcloud/home/phadcloud65np17907/build-cluster-kc/lulesh2.0
