case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
kc_mpi_np27_t1_s20_i20_20260503_230129,kc,mpi,27,1,20,20,7.57,570.29869,3.504293e+07,1.396984e-09,PASS
