case_id,version,section,mpi_ranks,omp_threads,size,iters,elapsed_s,fom,energy,max_abs_diff,status
baseline_omp_np1_t1_s80_i20_bindcore_20260504_070059,baseline,omp,1,1,80,20,5.4,1888.0265,8.306471e+07,2.793968e-09,PASS
